일자,개인투자자,외국인투자자,기관계,금융투자,보험,투신,기타금융,은행,연기금등,사모펀드,국가,기타법인,내외국인
20060920,-3742,-27600,28714,15768,6,6110,-512,1562,5780,0,0,2626,2
20060919,-26620,37621,-8448,-309,-2796,-1856,-10,-508,-2969,0,0,-2468,-84
20060918,-88645,45918,38990,-14403,4094,31560,1399,2625,13716,0,0,4137,-400
20060915,-3405,-25198,21245,14804,564,-1311,0,3323,3865,0,0,7375,-16
20060914,-23558,-37514,98638,-6332,1135,-48901,0,1556,151180,0,0,-37562,-5
20060913,-7882,4866,1601,-23080,2544,17851,-831,1017,4099,0,0,1622,-206
20060912,60988,-111431,41099,11485,2790,15207,5011,3825,2782,0,0,9021,323
20060911,31708,-44025,17136,30813,-5377,-9055,3,4386,-3635,0,0,-4909,90
20060908,418,-27957,21205,4023,420,7040,-805,318,10209,0,0,6301,32
20060907,2797,-44848,38820,7055,359,30995,-602,901,111,0,0,3134,97
20060906,-3546,4962,2914,9957,1917,-8107,0,-15,-838,0,0,-4298,-31
20060905,-14420,21075,-4652,-6141,-623,2833,-179,-499,-43,0,0,-1989,-13
20060904,-13934,15778,191,-5397,227,3628,203,-1389,2919,0,0,-1914,-120
20060901,-4099,-4345,12617,-494,3019,7737,-382,1152,1586,0,0,-4163,-10
20060831,-27857,-31316,56812,8528,3426,37763,-971,3657,4409,0,0,2620,-259
20060830,14423,-39562,23802,20286,2851,-2948,-2842,1828,4627,0,0,1514,-177
20060829,-38576,55253,-13905,-24627,941,4483,135,1220,3944,0,0,-2608,-165
20060828,-10339,-7242,12617,5719,580,4086,382,-1270,3121,0,0,5057,-92
20060825,-21676,-461,26887,-14643,2476,36255,301,-348,2846,0,0,-4587,-162
20060824,57439,-71870,7487,23878,2320,-19355,184,4200,-3740,0,0,7173,-229
20060823,4344,-36964,30346,32078,1325,-4426,-580,2124,-177,0,0,2081,193
20060822,-11122,-50962,58516,21913,1885,32523,-3874,-145,6215,0,0,3724,-156
20060821,-16209,30635,-14478,12572,1774,-24589,169,-2259,-2145,0,0,-164,216
20060818,-108553,184312,-55629,-56607,-3438,10342,-2055,-2380,-1490,0,0,-18590,-1540
20060817,-102913,136910,-15878,-49058,3312,30217,-1087,-7589,8327,0,0,-17415,-704
20060816,-44480,9705,32748,-15827,3937,43581,112,-1878,2824,0,0,2713,-686
20060814,15541,-81038,58758,6667,4194,42977,-457,869,4507,0,0,6393,346
20060811,12111,-53277,36497,3507,1245,27129,-2330,1567,5380,0,0,4602,67
20060810,16590,19706,-35982,7880,2256,-51942,879,2533,2412,0,0,-459,146
20060809,-18052,-8358,26358,-5674,-33,26187,849,-96,5125,0,0,18,34
20060808,-12038,-55493,68122,-12113,1073,77652,-1403,-2167,5080,0,0,-428,-163
20060807,14937,-3297,-11555,19063,115,-34812,402,1156,2522,0,0,-155,70
20060804,-5609,-19961,22815,-7666,1181,27886,129,-611,1897,0,0,2748,7
20060803,-789,5258,-3833,-11480,580,4594,404,798,1272,0,0,-645,9
20060802,-10426,-19130,27611,-13396,1918,34826,427,-2170,6007,0,0,2012,-67
20060801,-22885,-34325,62582,-642,1570,57673,307,-488,4162,0,0,-5127,-245
20060731,-26258,60826,-33499,-36279,-4386,8528,602,-8215,6251,0,0,-916,-152
20060728,2003,-18048,15866,8894,-3684,11088,-82,-206,-145,0,0,-1,180
20060727,-10649,-42365,52180,-971,542,52624,-18,-2648,2650,0,0,896,-63
20060726,-4797,14735,-8920,5947,-1407,-10251,-184,-1320,-1706,0,0,-1063,45
20060725,-26692,-17164,38641,-11570,-761,47419,691,-1399,4262,0,0,5679,-464
20060724,13804,-18633,7864,16681,262,-7018,-292,761,-2531,0,0,-3236,201
20060721,1931,-16450,12500,357,-778,13980,140,-1235,36,0,0,2019,0
20060720,-10422,-16801,35232,-7856,733,40861,257,-2317,3554,0,0,-7627,-382
20060719,-15368,2094,12255,2283,-1624,13785,267,-1717,-739,0,0,930,89
20060718,2845,-1966,-1842,3830,-1651,753,167,-3197,-1743,0,0,563,400
20060714,50938,-32758,-21056,6200,-337,-20819,2010,4229,-12340,0,0,2722,155
20060713,27416,-99232,63405,19351,4741,25025,2787,9651,1849,0,0,8391,21
20060712,-5925,-107066,103394,3818,118,95753,327,-3782,7160,0,0,9322,275
20060711,687,-21068,10898,-1049,-22,15190,-223,-1415,-1584,0,0,9483,0
20060710,-10961,-73659,80126,-7329,2381,73900,-252,1085,10342,0,0,4989,-495
20060707,-11510,14124,-953,-4523,1664,10969,-65,1032,-10031,0,0,-1656,-5
20060706,3642,-41467,37995,15514,2611,31155,-6,-529,-10750,0,0,-623,453
20060705,-11236,-17187,23927,-7605,2933,28344,201,174,-121,0,0,4150,346
20060704,1771,-8156,5322,2439,1619,-356,197,1449,-26,0,0,-334,1396
20060703,-5030,-6424,14687,-238,2738,5751,-65,-280,6781,0,0,-3142,-91
20060630,-35944,9267,-9055,-2326,1734,-2806,-389,-719,-4548,0,0,35763,-31
20060629,-9249,-83368,79251,-16560,3696,80246,3854,-297,8313,0,0,13526,-160
20060628,6877,-53933,3306,1594,2823,828,329,2094,-4330,0,0,43803,-86
20060627,-1477,-29320,24564,-1604,3914,16192,88,159,5814,0,0,6229,5
20060626,-14208,-73002,75299,-7701,4178,71739,556,-1655,8182,0,0,11976,-65
20060623,5511,-54456,8408,2150,444,842,1467,324,3180,0,0,40509,28
20060622,-9025,-70029,70402,6890,244,59870,33,-204,3568,0,0,8629,23
20060621,9095,-63230,11704,-1176,641,16745,652,-868,-4290,0,0,42382,48
20060620,-2665,-38963,1241,92,-1353,5424,-340,-4,-2578,0,0,40410,-24
20060619,987,-21074,-15451,3396,874,-21868,2794,1094,-1741,0,0,35519,18
20060616,-15587,-20591,15966,-3039,2334,10189,-6,411,6076,0,0,20262,-51
20060615,14481,-11443,-12095,6450,2101,-22915,167,194,1909,0,0,9044,13
20060614,7319,-114682,67079,8724,-2346,54242,739,2329,3391,0,0,40189,94
20060613,31865,-92873,16422,11149,3308,3910,17,-741,-1221,0,0,44605,-19
20060612,-11001,-62344,32928,5274,1047,23708,-100,1373,1625,0,0,40305,112
20060609,50164,-101709,7820,4079,1498,22293,229,-1384,-18895,0,0,43499,227
20060608,78430,-38235,-74560,-2416,6056,-69254,-136,1337,-10146,0,0,34577,-213
20060607,2696,-91008,49769,2699,2070,54169,-880,520,-8809,0,0,38673,-130
20060605,-308,-3642,-40973,258,1112,-22345,197,136,-20330,0,0,45044,-122
20060602,-10720,8280,4025,-8156,903,14851,2,-1771,-1805,0,0,-1111,-474
20060601,-8584,-8225,-21029,-7725,1418,2535,-75,940,-18122,0,0,37786,51
20060530,-7207,2610,-38115,2379,1454,-22620,0,368,-19696,0,0,42603,109
20060529,-83,19999,-41676,-1784,607,-38957,2,-232,-1311,0,0,21756,4
20060526,18437,-41368,25570,952,4081,17607,625,1893,411,0,0,-2353,-285
20060525,19891,-61193,-6377,12788,40,-19626,-444,2929,-2064,0,0,47606,72
20060524,-1819,-86152,40790,12158,-391,26295,860,-874,2742,0,0,47155,27
20060523,-29192,-93760,64497,-5746,510,66397,215,-5091,8211,0,0,58471,-16
20060522,32441,-71278,-4530,8014,2713,3647,1347,5,-20257,0,0,43249,118
20060519,27214,-88912,15379,-540,3840,15797,111,3039,-6867,0,0,46319,0
20060518,18976,-118105,47283,5350,3623,45438,1195,-1032,-7292,0,0,51703,144
20060517,-37194,-15642,33676,-11960,5048,44354,2057,3462,-9285,0,0,19355,-195
20060516,5390,-82099,31438,-2118,5327,33792,-560,-1121,-3883,0,0,45325,-54
20060515,-5631,-9462,-29954,3817,2326,-5223,55,1838,-32765,0,0,44922,124
20060512,38397,-8055,-75194,4519,6843,-65256,312,470,-22083,0,0,44555,297
20060511,-9142,-64387,24747,-3763,927,47984,34,-1604,-18832,0,0,48815,-32
20060510,-2272,-55052,3133,-3526,766,3220,2701,1523,-1553,0,0,54218,-26
20060509,-40500,46206,36,-7636,4596,330,-166,5505,-2593,0,0,-5676,-66
20060508,-17794,10286,6635,3466,2424,-132,-29,1132,-226,0,0,1124,-250
20060504,-5702,-27296,-16045,-8528,-489,1514,-128,-4916,-3498,0,0,49241,-198
20060503,-8057,-24002,-13997,5311,222,-18471,1759,1446,-4263,0,0,46040,17
20060502,15463,-19809,-25871,-4133,2077,-19017,-586,755,-4967,0,0,30392,-176
20060428,45618,-54382,-39448,8752,1349,-52100,-682,4638,-1404,0,0,47784,427
20060427,6157,-55389,-13701,5791,62,-20410,-2674,-4534,8064,0,0,62995,-62
20060426,-12718,-52881,12894,2739,1672,-1710,-38,-884,11114,0,0,52694,12
20060425,41307,-154039,60066,11830,-1056,38156,-525,4505,7155,0,0,52592,74
20060424,29602,4689,-75000,17780,-599,-82856,-2043,4779,-12061,0,0,40581,128
20060421,-117888,143295,-19960,-38802,3094,4315,237,-1190,12385,0,0,-5218,-229
20060420,-26270,12541,-26542,-6212,2959,-32397,-889,-29,10026,0,0,40338,-67
20060419,-41742,58696,-17677,-12608,2151,-8320,104,-5861,6857,0,0,1157,-434
20060418,-65886,16273,1068,-18494,4423,1048,-391,-713,15195,0,0,48702,-158
20060417,3852,12209,-16630,5187,682,-20101,-800,1247,-2847,0,0,1031,-463
20060414,-39777,-2730,29239,-20159,2079,31556,-617,8913,7465,0,0,13079,189
20060413,54490,-83654,20542,27067,1193,-8075,-632,3395,-2406,0,0,8490,132
20060412,33839,-43757,9664,12516,330,-7185,675,3260,68,0,0,308,-53
20060411,24705,-38345,16382,14677,168,1341,-457,-647,1300,0,0,-3031,288
20060410,33371,-48258,22006,11239,399,-2717,-1796,-352,15233,0,0,-7340,221
20060407,8305,-13616,1758,8039,194,-4180,135,-1398,-1031,0,0,3647,-93
20060406,-59498,53802,12641,-4594,-2358,23162,285,-4475,621,0,0,-7450,505
20060405,8364,13892,-20289,-319,-3177,-14039,-21,-1744,-989,0,0,-2063,95
20060404,-17345,90391,-69513,1783,1791,-72982,-228,501,-377,0,0,-3549,16
20060403,-55705,15440,36608,-3433,1269,29542,-1488,3983,6734,0,0,4003,-346
20060331,-19469,-11422,29771,8910,1310,17672,612,-2946,4212,0,0,1138,-18
20060330,29418,-67237,38494,20727,-932,11856,213,7656,-1026,0,0,-677,2
20060329,10658,-57876,44755,488,-685,21809,236,-1703,24610,0,0,2402,60
20060328,-23356,36381,-1551,-2022,225,-5072,-1256,-1175,7749,0,0,-11455,-20
20060327,-40953,18830,23215,1227,1427,6337,1117,3202,9905,0,0,-437,-655
20060324,-11080,-35986,46189,24776,-423,19005,0,-467,3297,0,0,881,-4
20060323,51356,-5503,-46332,-24633,2334,-4926,9,-186,-18929,0,0,292,186
20060322,107106,-10761,-95849,450,-7042,-73008,2014,573,-18837,0,0,-841,345
20060321,15073,3905,-25026,-684,-1391,-21481,-202,-1132,-136,0,0,6041,6
20060320,-13390,-8786,17212,-4004,-7195,20645,-458,29,8194,0,0,4970,-6
20060317,-13489,10379,881,-3986,-7535,14383,-1853,438,-567,0,0,2235,-6
20060316,-13255,23451,-9614,-8204,-2508,-3260,-285,-695,5337,0,0,-294,-287
20060315,-39287,14809,22096,-757,-6325,23008,-1557,235,7492,0,0,2697,-316
20060314,25350,25812,-47379,-5769,523,-13152,736,-1073,-28645,0,0,-3835,52
20060313,-21428,22382,-4541,7288,-2890,-7651,1872,-1102,-2057,0,0,3962,-375
20060310,-26263,49479,-29247,-7201,819,-23367,65,1114,-677,0,0,5464,567
20060309,90844,-128251,44989,6968,2274,-6363,0,548,41564,0,0,-6907,-675
20060308,84212,-195989,102599,37333,2397,45099,-77,-443,18291,0,0,7407,1771
20060307,94052,-95072,333,1386,380,-7500,1261,1214,3593,0,0,-677,1364
20060306,44305,-88213,39962,1523,727,26669,-1068,-1448,13559,0,0,3507,438
20060303,159267,-141912,-29711,7147,-494,-46947,-8,174,10417,0,0,11522,834
20060302,-4656,-1340,4335,-8181,3119,13850,-295,-223,-3936,0,0,1678,-17
20060228,-1390,-4469,-2276,764,983,-833,-56,-5310,2175,0,0,8220,-86
20060227,-19477,24185,-3779,1032,-12806,13259,0,-3877,-1387,0,0,-380,-548
20060224,-9225,-19229,34464,-4238,1426,32709,-837,7134,-1730,0,0,-6065,54
20060223,-37485,-29098,61914,4039,564,65584,243,-5906,-2610,0,0,5903,-1235
20060222,38269,5490,-43984,6048,1791,-46755,0,-349,-4718,0,0,234,-9
20060221,30449,-42231,14113,3665,1010,13393,-336,-192,-3427,0,0,-3157,826
20060220,-38126,-5292,47844,-3560,1580,51860,928,-450,-2514,0,0,-4280,-145
20060217,-29363,17702,12525,4788,9420,-5351,250,1937,1482,0,0,185,-1049
20060216,16349,-88987,66433,9005,4127,44590,1113,-852,8450,0,0,5565,640
20060215,65071,-49335,-20690,-6342,-209,-28119,-7848,-3753,25580,0,0,3163,1790
20060214,64075,-141188,68841,4816,-2520,63557,391,2323,274,0,0,7885,387
20060213,57208,-849,-49422,-9118,-1478,-6576,654,-2348,-30557,0,0,-7652,715
20060210,18840,-19531,190,5499,3850,8668,-427,-3290,-14109,0,0,105,396
20060209,11614,47752,-59380,3938,959,-49257,-1038,49,-14032,0,0,53,-39
20060208,54237,-43060,-16478,3927,-2320,-13333,329,1760,-6841,0,0,4536,765
20060207,-10721,4677,-2814,8663,2868,6427,198,-58,-20911,0,0,9307,-450
20060206,4234,4285,-5618,7807,1875,15587,0,1512,-32398,0,0,-2874,-28
20060203,32312,18976,-45938,-2155,2092,-24665,445,-496,-21159,0,0,-6134,784
20060202,11161,-15717,3317,-1948,-155,19943,667,-200,-14990,0,0,1969,-731
20060201,-26426,674,22936,-4018,-4446,27831,952,2686,-69,0,0,2854,-39
20060131,-71238,85558,-13954,3519,2142,-3237,-473,1396,-17301,0,0,2413,-2779
20060127,-15846,-4705,20046,16517,2594,9117,298,-1356,-7125,0,0,455,49
20060126,-14956,23022,-7237,14559,6933,-20374,265,429,-9049,0,0,-684,-145
20060125,-66995,196726,-128692,-16950,2223,-62370,-2311,-5343,-43941,0,0,-798,-241
20060124,-9874,72533,-50974,-6917,6426,-52685,545,822,835,0,0,-11598,-87
20060123,-77752,-15344,94344,-11003,-4252,117747,-399,-14025,6275,0,0,-1138,-110
20060120,-72742,103714,-22990,-9361,-85,5160,-374,-120,-18210,0,0,-7959,-23
20060119,-48169,48393,6398,-7386,160,10550,3587,5543,-6056,0,0,-5750,-872
20060118,38739,-94119,59380,8591,4718,43779,-603,1421,1475,0,0,-5823,1823
20060117,-29293,55160,-30912,-4378,-5008,3938,-1002,-6542,-17920,0,0,5310,-264
20060116,-68378,19665,58245,-4684,1782,52115,3972,773,4286,0,0,-6986,-2546
20060113,-27550,15567,20189,-2235,-5769,27128,73,-154,1146,0,0,-7938,-267
20060112,10889,62118,-59442,6143,-15467,-38499,-796,-6868,-3955,0,0,-13520,-44
20060111,26100,-47542,22727,-177,-7493,37471,-1199,-1610,-4264,0,0,-1208,-78
20060110,-62302,92759,-27948,7827,3276,-20290,973,4013,-23747,0,0,-1781,7
20060109,-8414,-9132,17751,4867,208,20018,-399,371,-7314,0,0,-616,410
20060106,-13316,14910,-5904,-5230,986,6495,-743,-4580,-2832,0,0,4254,56
20060105,14832,-62037,36641,-15360,5228,32192,-1075,5179,10478,0,0,10534,30
20060104,-145565,60398,74246,-14813,15458,96313,-1274,2103,-23542,0,0,12242,-1321
20060103,-2793,3087,-2029,-6250,696,30644,790,5623,-33532,0,0,1861,-127
20060102,10097,11512,-24881,4302,5139,-2544,255,1653,-33686,0,0,3687,-416
20051229,0,0,0,0,0,0,0,0,0,0,0,0,0
20051228,0,0,0,0,0,0,0,0,0,0,0,0,0
20051227,0,0,0,0,0,0,0,0,0,0,0,0,0
20051226,0,0,0,0,0,0,0,0,0,0,0,0,0
20051223,0,0,0,0,0,0,0,0,0,0,0,0,0
20051222,0,0,0,0,0,0,0,0,0,0,0,0,0
20051221,0,0,0,0,0,0,0,0,0,0,0,0,0
20051220,0,0,0,0,0,0,0,0,0,0,0,0,0
20051219,0,0,0,0,0,0,0,0,0,0,0,0,0
20051216,0,0,0,0,0,0,0,0,0,0,0,0,0
20051215,0,0,0,0,0,0,0,0,0,0,0,0,0
20051214,0,0,0,0,0,0,0,0,0,0,0,0,0
20051213,0,0,0,0,0,0,0,0,0,0,0,0,0
20051212,0,0,0,0,0,0,0,0,0,0,0,0,0
20051209,0,0,0,0,0,0,0,0,0,0,0,0,0
20051208,0,0,0,0,0,0,0,0,0,0,0,0,0
20051207,0,0,0,0,0,0,0,0,0,0,0,0,0
20051206,0,0,0,0,0,0,0,0,0,0,0,0,0
20051205,0,0,0,0,0,0,0,0,0,0,0,0,0
20051202,0,0,0,0,0,0,0,0,0,0,0,0,0
20051201,0,0,0,0,0,0,0,0,0,0,0,0,0
20051130,0,0,0,0,0,0,0,0,0,0,0,0,0
20051129,0,0,0,0,0,0,0,0,0,0,0,0,0
20051128,0,0,0,0,0,0,0,0,0,0,0,0,0
20051125,0,0,0,0,0,0,0,0,0,0,0,0,0
20051124,0,0,0,0,0,0,0,0,0,0,0,0,0
20051123,0,0,0,0,0,0,0,0,0,0,0,0,0
20051122,0,0,0,0,0,0,0,0,0,0,0,0,0
20051121,0,0,0,0,0,0,0,0,0,0,0,0,0
20051118,0,0,0,0,0,0,0,0,0,0,0,0,0
20051117,0,0,0,0,0,0,0,0,0,0,0,0,0
20051116,0,0,0,0,0,0,0,0,0,0,0,0,0
20051115,0,0,0,0,0,0,0,0,0,0,0,0,0
20051114,0,0,0,0,0,0,0,0,0,0,0,0,0
20051111,0,0,0,0,0,0,0,0,0,0,0,0,0
20051110,0,0,0,0,0,0,0,0,0,0,0,0,0
20051109,0,0,0,0,0,0,0,0,0,0,0,0,0
20051108,0,0,0,0,0,0,0,0,0,0,0,0,0
20051107,0,0,0,0,0,0,0,0,0,0,0,0,0
20051104,0,0,0,0,0,0,0,0,0,0,0,0,0
20051103,0,0,0,0,0,0,0,0,0,0,0,0,0
20051102,0,0,0,0,0,0,0,0,0,0,0,0,0
20051101,0,0,0,0,0,0,0,0,0,0,0,0,0
20051031,0,0,0,0,0,0,0,0,0,0,0,0,0
20051028,0,0,0,0,0,0,0,0,0,0,0,0,0
20051027,0,0,0,0,0,0,0,0,0,0,0,0,0
20051026,0,0,0,0,0,0,0,0,0,0,0,0,0
20051025,0,0,0,0,0,0,0,0,0,0,0,0,0
20051024,0,0,0,0,0,0,0,0,0,0,0,0,0
20051021,0,0,0,0,0,0,0,0,0,0,0,0,0
20051020,0,0,0,0,0,0,0,0,0,0,0,0,0
20051019,0,0,0,0,0,0,0,0,0,0,0,0,0
20051018,0,0,0,0,0,0,0,0,0,0,0,0,0
20051017,0,0,0,0,0,0,0,0,0,0,0,0,0
20051014,0,0,0,0,0,0,0,0,0,0,0,0,0
20051013,0,0,0,0,0,0,0,0,0,0,0,0,0
20051012,0,0,0,0,0,0,0,0,0,0,0,0,0
20051011,0,0,0,0,0,0,0,0,0,0,0,0,0
20051010,0,0,0,0,0,0,0,0,0,0,0,0,0
20051007,0,0,0,0,0,0,0,0,0,0,0,0,0
20051006,0,0,0,0,0,0,0,0,0,0,0,0,0
20051005,0,0,0,0,0,0,0,0,0,0,0,0,0
20051004,0,0,0,0,0,0,0,0,0,0,0,0,0
20050930,0,0,0,0,0,0,0,0,0,0,0,0,0
20050929,0,0,0,0,0,0,0,0,0,0,0,0,0
20050928,0,0,0,0,0,0,0,0,0,0,0,0,0
20050927,0,0,0,0,0,0,0,0,0,0,0,0,0
20050926,0,0,0,0,0,0,0,0,0,0,0,0,0
20050923,0,0,0,0,0,0,0,0,0,0,0,0,0
20050922,0,0,0,0,0,0,0,0,0,0,0,0,0
20050921,0,0,0,0,0,0,0,0,0,0,0,0,0
20050920,0,0,0,0,0,0,0,0,0,0,0,0,0
20050916,0,0,0,0,0,0,0,0,0,0,0,0,0
20050915,0,0,0,0,0,0,0,0,0,0,0,0,0
20050914,0,0,0,0,0,0,0,0,0,0,0,0,0
20050913,0,0,0,0,0,0,0,0,0,0,0,0,0
20050912,0,0,0,0,0,0,0,0,0,0,0,0,0
20050909,0,0,0,0,0,0,0,0,0,0,0,0,0
20050908,0,0,0,0,0,0,0,0,0,0,0,0,0
20050907,0,0,0,0,0,0,0,0,0,0,0,0,0
20050906,0,0,0,0,0,0,0,0,0,0,0,0,0
20050905,0,0,0,0,0,0,0,0,0,0,0,0,0
20050902,0,0,0,0,0,0,0,0,0,0,0,0,0
20050901,0,0,0,0,0,0,0,0,0,0,0,0,0
20050831,0,0,0,0,0,0,0,0,0,0,0,0,0
20050830,0,0,0,0,0,0,0,0,0,0,0,0,0
20050829,0,0,0,0,0,0,0,0,0,0,0,0,0
20050826,0,0,0,0,0,0,0,0,0,0,0,0,0
20050825,0,0,0,0,0,0,0,0,0,0,0,0,0
20050824,0,0,0,0,0,0,0,0,0,0,0,0,0
20050823,0,0,0,0,0,0,0,0,0,0,0,0,0
20050822,0,0,0,0,0,0,0,0,0,0,0,0,0
20050819,0,0,0,0,0,0,0,0,0,0,0,0,0
20050818,0,0,0,0,0,0,0,0,0,0,0,0,0
20050817,0,0,0,0,0,0,0,0,0,0,0,0,0
20050816,0,0,0,0,0,0,0,0,0,0,0,0,0
20050812,0,0,0,0,0,0,0,0,0,0,0,0,0
20050811,0,0,0,0,0,0,0,0,0,0,0,0,0
20050810,0,0,0,0,0,0,0,0,0,0,0,0,0
20050809,0,0,0,0,0,0,0,0,0,0,0,0,0
20050808,0,0,0,0,0,0,0,0,0,0,0,0,0
20050805,0,0,0,0,0,0,0,0,0,0,0,0,0
20050804,0,0,0,0,0,0,0,0,0,0,0,0,0
20050803,0,0,0,0,0,0,0,0,0,0,0,0,0
20050802,0,0,0,0,0,0,0,0,0,0,0,0,0
20050801,0,0,0,0,0,0,0,0,0,0,0,0,0
20050729,0,0,0,0,0,0,0,0,0,0,0,0,0
20050728,0,0,0,0,0,0,0,0,0,0,0,0,0
20050727,0,0,0,0,0,0,0,0,0,0,0,0,0
20050726,0,0,0,0,0,0,0,0,0,0,0,0,0
20050725,0,0,0,0,0,0,0,0,0,0,0,0,0
20050722,0,0,0,0,0,0,0,0,0,0,0,0,0
20050721,0,0,0,0,0,0,0,0,0,0,0,0,0
20050720,0,0,0,0,0,0,0,0,0,0,0,0,0
20050719,0,0,0,0,0,0,0,0,0,0,0,0,0
20050718,0,0,0,0,0,0,0,0,0,0,0,0,0
20050715,0,0,0,0,0,0,0,0,0,0,0,0,0
20050714,0,0,0,0,0,0,0,0,0,0,0,0,0
20050713,0,0,0,0,0,0,0,0,0,0,0,0,0
20050712,0,0,0,0,0,0,0,0,0,0,0,0,0
20050711,0,0,0,0,0,0,0,0,0,0,0,0,0
20050708,0,0,0,0,0,0,0,0,0,0,0,0,0
20050707,0,0,0,0,0,0,0,0,0,0,0,0,0
20050706,0,0,0,0,0,0,0,0,0,0,0,0,0
20050705,0,0,0,0,0,0,0,0,0,0,0,0,0
20050704,0,0,0,0,0,0,0,0,0,0,0,0,0
20050701,0,0,0,0,0,0,0,0,0,0,0,0,0
20050630,0,0,0,0,0,0,0,0,0,0,0,0,0
20050629,0,0,0,0,0,0,0,0,0,0,0,0,0
20050628,0,0,0,0,0,0,0,0,0,0,0,0,0
20050627,0,0,0,0,0,0,0,0,0,0,0,0,0
20050624,0,0,0,0,0,0,0,0,0,0,0,0,0
20050623,0,0,0,0,0,0,0,0,0,0,0,0,0
20050622,0,0,0,0,0,0,0,0,0,0,0,0,0
20050621,0,0,0,0,0,0,0,0,0,0,0,0,0
20050620,0,0,0,0,0,0,0,0,0,0,0,0,0
20050617,0,0,0,0,0,0,0,0,0,0,0,0,0
20050616,0,0,0,0,0,0,0,0,0,0,0,0,0
20050615,0,0,0,0,0,0,0,0,0,0,0,0,0
20050614,0,0,0,0,0,0,0,0,0,0,0,0,0
20050613,0,0,0,0,0,0,0,0,0,0,0,0,0
20050610,0,0,0,0,0,0,0,0,0,0,0,0,0
20050609,0,0,0,0,0,0,0,0,0,0,0,0,0
20050608,0,0,0,0,0,0,0,0,0,0,0,0,0
20050607,0,0,0,0,0,0,0,0,0,0,0,0,0
20050603,0,0,0,0,0,0,0,0,0,0,0,0,0
20050602,0,0,0,0,0,0,0,0,0,0,0,0,0
20050601,0,0,0,0,0,0,0,0,0,0,0,0,0
20050531,0,0,0,0,0,0,0,0,0,0,0,0,0
20050530,0,0,0,0,0,0,0,0,0,0,0,0,0
20050527,0,0,0,0,0,0,0,0,0,0,0,0,0
20050526,0,0,0,0,0,0,0,0,0,0,0,0,0
20050525,0,0,0,0,0,0,0,0,0,0,0,0,0
20050524,0,0,0,0,0,0,0,0,0,0,0,0,0
20050523,0,0,0,0,0,0,0,0,0,0,0,0,0
20050520,0,0,0,0,0,0,0,0,0,0,0,0,0
20050519,0,0,0,0,0,0,0,0,0,0,0,0,0
20050518,0,0,0,0,0,0,0,0,0,0,0,0,0
20050517,0,0,0,0,0,0,0,0,0,0,0,0,0
20050516,0,0,0,0,0,0,0,0,0,0,0,0,0
20050513,0,0,0,0,0,0,0,0,0,0,0,0,0
20050512,0,0,0,0,0,0,0,0,0,0,0,0,0
20050511,0,0,0,0,0,0,0,0,0,0,0,0,0
20050510,0,0,0,0,0,0,0,0,0,0,0,0,0
20050509,0,0,0,0,0,0,0,0,0,0,0,0,0
20050506,0,0,0,0,0,0,0,0,0,0,0,0,0
20050504,0,0,0,0,0,0,0,0,0,0,0,0,0
20050503,0,0,0,0,0,0,0,0,0,0,0,0,0
20050502,0,0,0,0,0,0,0,0,0,0,0,0,0
20050429,0,0,0,0,0,0,0,0,0,0,0,0,0
20050428,0,0,0,0,0,0,0,0,0,0,0,0,0
20050427,0,0,0,0,0,0,0,0,0,0,0,0,0
20050426,0,0,0,0,0,0,0,0,0,0,0,0,0
20050425,0,0,0,0,0,0,0,0,0,0,0,0,0
20050422,0,0,0,0,0,0,0,0,0,0,0,0,0
20050421,0,0,0,0,0,0,0,0,0,0,0,0,0
20050420,0,0,0,0,0,0,0,0,0,0,0,0,0
20050419,0,0,0,0,0,0,0,0,0,0,0,0,0
20050418,0,0,0,0,0,0,0,0,0,0,0,0,0
20050415,0,0,0,0,0,0,0,0,0,0,0,0,0
20050414,0,0,0,0,0,0,0,0,0,0,0,0,0
20050413,0,0,0,0,0,0,0,0,0,0,0,0,0
20050412,0,0,0,0,0,0,0,0,0,0,0,0,0
20050411,0,0,0,0,0,0,0,0,0,0,0,0,0
20050408,0,0,0,0,0,0,0,0,0,0,0,0,0
20050407,0,0,0,0,0,0,0,0,0,0,0,0,0
20050406,0,0,0,0,0,0,0,0,0,0,0,0,0
20050404,0,0,0,0,0,0,0,0,0,0,0,0,0
20050401,0,0,0,0,0,0,0,0,0,0,0,0,0
20050331,0,0,0,0,0,0,0,0,0,0,0,0,0
20050330,0,0,0,0,0,0,0,0,0,0,0,0,0
20050329,0,0,0,0,0,0,0,0,0,0,0,0,0
20050328,0,0,0,0,0,0,0,0,0,0,0,0,0
20050325,0,0,0,0,0,0,0,0,0,0,0,0,0
20050324,0,0,0,0,0,0,0,0,0,0,0,0,0
20050323,0,0,0,0,0,0,0,0,0,0,0,0,0
20050322,0,0,0,0,0,0,0,0,0,0,0,0,0
20050321,0,0,0,0,0,0,0,0,0,0,0,0,0
20050318,0,0,0,0,0,0,0,0,0,0,0,0,0
20050317,0,0,0,0,0,0,0,0,0,0,0,0,0
20050316,0,0,0,0,0,0,0,0,0,0,0,0,0
20050315,0,0,0,0,0,0,0,0,0,0,0,0,0
20050314,0,0,0,0,0,0,0,0,0,0,0,0,0
20050311,0,0,0,0,0,0,0,0,0,0,0,0,0
20050310,0,0,0,0,0,0,0,0,0,0,0,0,0
