일자,개인투자자,외국인투자자,기관계,금융투자,보험,투신,기타금융,은행,연기금등,사모펀드,국가,기타법인,내외국인
20080110,52157,-52049,-11417,34653,982,-41753,1665,-68,-6896,0,0,11280,30
20080109,9556,-29491,8228,-12603,2021,6862,732,2297,8919,0,0,11813,-106
20080108,63719,-102181,24098,20075,2230,4012,-1816,-587,184,0,0,14033,332
20080107,111957,-132782,8986,47187,-2404,-31596,1244,1805,-7250,0,0,10234,1604
20080104,21922,-20531,-7272,16655,1572,-15044,275,-176,-10554,0,0,5713,167
20080103,13903,-21171,806,-1608,4617,-665,-150,2035,-3423,0,0,6435,27
20080102,32444,1271,-32034,27844,2650,-64607,992,3204,-2117,0,0,-1765,84
20071228,34521,-30229,-5906,20735,2974,-24907,-778,-871,-3058,0,0,1561,54
20071227,4471,-43084,28590,13696,742,17404,135,4,-3390,0,0,10028,-5
20071226,-23313,-16304,37178,6725,-1080,26863,-1052,-5058,10781,0,0,2499,-60
20071224,-17424,-12412,33765,-32378,4027,52444,-384,-294,10350,0,0,-3775,-154
20071221,7933,-79924,74261,-2327,2885,71979,-660,2328,55,0,0,-2290,20
20071220,5819,763,-13905,-5812,-143,-9154,202,1077,-75,0,0,7221,101
20071218,26566,-87871,50284,6658,1510,34307,2344,784,4681,0,0,10781,239
20071217,26582,-76717,39578,17205,-287,11690,343,1497,9130,0,0,10394,163
20071214,9797,-19399,16368,24181,-1470,10041,742,-11506,-5620,0,0,-6559,-208
20071213,25626,-33837,9224,13522,2631,-118057,1162,858,109107,0,0,-1047,34
20071212,8845,-83626,56599,2082,5043,31630,2446,1190,14207,0,0,18127,55
20071211,-6180,-50102,48764,7592,67,25475,-1418,1136,15912,0,0,7552,-34
20071210,-54238,-7838,54724,1246,3616,22603,3934,4389,18936,0,0,7609,-257
20071207,-72863,49514,24288,-1253,752,20112,-3458,434,7702,0,0,-621,-318
20071206,-149063,80609,65167,-30603,9304,43086,-2271,-3655,49305,0,0,2456,832
20071205,-31269,-44896,57906,-9696,6006,18184,6688,1789,34936,0,0,18389,-130
20071204,-63188,-5313,59928,-10367,3526,44589,-590,3788,18980,0,0,8833,-260
20071203,-16699,-17801,20628,-2206,-1062,16548,0,-126,7473,0,0,13796,75
20071130,-83775,15831,70155,74,1061,54943,142,-1768,15703,0,0,-2295,85
20071129,-88519,-62312,133512,-25234,2646,155397,-2550,-5131,8385,0,0,17344,-25
20071128,-24075,11565,6354,1363,-477,4080,63,-1313,2637,0,0,6211,-55
20071127,-31389,12575,26475,21690,610,9402,-544,-1374,-3309,0,0,-7518,-142
20071126,-55780,58813,-8424,-24239,5260,-5867,5993,-256,10686,0,0,5397,-6
20071123,-90416,-54511,139318,-19253,6419,132921,231,-891,19891,0,0,11297,-5687
20071122,-34068,-25268,46897,-42569,6369,73049,2525,-4706,12229,0,0,11388,1052
20071121,34948,-56036,-20665,11622,-1254,-21140,2923,-582,-12233,0,0,41719,34
20071120,28164,-76365,44548,14083,1235,29532,303,409,-1014,0,0,3513,140
20071119,-3245,-42215,31713,19647,2149,13686,-125,733,-4377,0,0,13728,19
20071116,-7399,7881,-4793,-383,9416,-31977,595,4202,13354,0,0,4374,-63
20071115,-109648,-44979,133250,-28505,17367,79652,-80,4443,60373,0,0,21817,-440
20071114,-22000,-71796,67982,-17566,199,74780,849,-5068,14787,0,0,25843,-28
20071113,2719,-130757,119674,6142,8822,89131,82,5037,10460,0,0,8335,30
20071112,12037,-101157,76202,5971,5734,57531,1285,3313,2368,0,0,12842,76
20071109,13356,-110161,67958,194,2105,68940,645,-2382,-1544,0,0,28840,7
20071108,66950,-86817,7824,71381,11560,-84953,4176,1366,4293,0,0,12043,1
20071107,-153996,10795,146808,-20126,16535,101990,4332,5168,38911,0,0,-3295,-313
20071106,-27958,-32291,56104,-4154,2552,59621,313,-1477,-752,0,0,4014,131
20071105,-25741,73875,-47379,1735,-2240,-42660,-69,-2593,-1553,0,0,-643,-112
20071102,-39897,111775,-66654,-7484,-677,-51160,73,-1817,-5589,0,0,-5017,-208
20071101,-32453,24644,4177,-3401,5640,508,-706,-2091,4226,0,0,3961,-328
20071031,-27186,-29896,46158,602,4661,24515,212,1991,14177,0,0,10932,-8
20071030,-30032,-5416,33382,6660,-190,19677,217,-656,7674,0,0,2009,57
20071029,-108165,27073,77464,-14932,4364,71874,1830,1055,13273,0,0,4839,-1212
20071026,-34963,-87955,117817,-8446,10271,103419,-81,-598,13252,0,0,5493,-392
20071025,43054,-10169,-46320,-2,-9011,-8611,-2616,-9500,-16581,0,0,12654,781
20071024,5454,66030,-67070,-6725,-3506,-49248,-133,910,-8367,0,0,-4015,-399
20071023,21463,-14766,-6807,7073,-864,8313,-390,88,-21027,0,0,77,33
20071022,5504,-39753,22830,23105,2493,-8045,1626,3786,-135,0,0,11179,240
20071019,-1691,-11678,-1829,-6999,8182,-7275,3848,2053,-1638,0,0,15523,-326
20071018,-26173,18585,-526,-8432,7330,-3629,4331,427,-552,0,0,8603,-489
20071017,61087,-64207,-2924,15538,2148,-28366,-31,5028,2758,0,0,6171,-127
20071016,173018,-156394,-20478,18999,-4195,-31885,-797,3080,-5678,0,0,3695,158
20071015,31424,-1671,-29528,9997,-1021,-22948,214,-1300,-14469,0,0,-2025,1800
20071012,85939,-81383,-19390,28805,2298,-55596,-629,-2343,8076,0,0,11533,3301
20071011,-5738,-168,-18,18617,2019,-29550,648,1409,6838,0,0,6071,-147
20071010,-15882,-4271,13063,-5311,2736,11338,617,2504,1179,0,0,7134,-44
20071009,116488,-87736,-32241,24860,-1935,-42775,1186,-1832,-11745,0,0,3129,360
20071008,41627,33704,-78657,9338,-3098,-74304,0,2424,-13017,0,0,2960,366
20071005,38511,25739,-53668,22453,-2033,-59733,-50,-1192,-13113,0,0,-10714,131
20071004,-30191,65820,-31584,13902,-958,-29668,-108,-716,-14036,0,0,-4036,-10
20071002,-76505,84787,-12410,-6470,2168,-4075,-1745,-1483,-805,0,0,4273,-145
20071001,-33934,38640,-3958,1335,-1020,-8768,-29,-110,4633,0,0,-618,-130
20070928,-103664,76306,22293,-28340,-2651,42607,76,-3117,13718,0,0,5112,-47
20070927,-41984,-33300,74794,-13078,2744,70760,2489,-2330,14209,0,0,1064,-574
20070921,87102,-66492,-15705,22409,-11741,-28061,-1026,1547,1167,0,0,-5467,562
20070920,8450,-13337,7048,19595,-727,-10119,-191,-398,-1113,0,0,-2347,187
20070919,-30932,-61832,82761,975,-2042,80089,-53,-3478,7271,0,0,10390,-387
20070918,15523,29906,-41740,934,-1557,-25814,-626,1575,-16252,0,0,-3924,234
20070917,51484,-21833,-31770,8897,-13630,-25307,-12,-911,-807,0,0,2090,29
20070914,57157,-61363,822,4159,-8473,17543,-183,1670,-13893,0,0,3200,184
20070913,21203,-45111,15787,1279,-2838,-10569,178,840,26897,0,0,8030,91
20070912,22659,14674,-37583,2840,-1459,-42408,2373,458,613,0,0,217,33
20070911,-21920,6336,15007,4118,1551,8663,67,300,308,0,0,1071,-493
20070910,34008,6764,-41967,4594,-241,-46221,503,569,-1171,0,0,906,290
20070907,-14168,63840,-45065,-2858,-1257,-39765,-652,2444,-2977,0,0,-4919,312
20070906,-8218,-44509,44606,-2658,484,39445,308,-1104,8132,0,0,8486,-365
20070905,45468,47850,-89539,11038,-2483,-89820,1142,-5079,-4337,0,0,-4330,551
20070904,16690,-15249,-5646,1894,-2892,-4301,-114,-690,457,0,0,3953,253
20070903,38359,-9712,-26751,9316,-5387,-31648,-379,2307,-960,0,0,-1946,49
20070831,-70725,-377,55743,-1116,1708,25802,-2332,-1664,33345,0,0,15375,-15
20070830,5706,-57490,43788,4115,1487,34917,0,-1849,5119,0,0,7971,25
20070829,69618,-88771,14334,9029,342,-1877,73,-1861,8628,0,0,4836,-17
20070828,60700,-69258,357,4787,-116,-571,-580,-3045,-118,0,0,8075,127
20070827,34575,20002,-47140,-3187,-904,-40177,-321,369,-2919,0,0,-7410,-27
20070824,24983,-5387,-20409,5176,0,-26081,2189,-820,-872,0,0,665,148
20070823,-22870,-10730,41032,2835,-2608,47130,-188,-3770,-2367,0,0,-7277,-156
20070822,-11567,-21412,22104,-8632,4689,18521,-1513,-1639,10678,0,0,10844,32
20070821,-32588,27933,1180,-8582,-359,4938,-1,876,4308,0,0,3475,-1
20070820,7283,5947,-17259,-5780,3749,-17819,1061,1683,-153,0,0,3434,594
20070817,44340,-20333,-11635,9562,2686,-35111,2114,-1968,11083,0,0,-12420,48
20070816,17936,-225543,191125,24077,849,143463,2888,-5265,25112,0,0,16163,320
20070814,-29584,9342,13309,-2298,-796,11185,139,1791,3289,0,0,7175,-242
20070813,-40034,-52905,79694,442,-55,67390,4319,1028,6570,0,0,13292,-48
20070810,20552,-20539,-10555,5691,-2712,-8760,1218,904,-6895,0,0,10611,-69
20070809,-116161,145269,-37224,-12122,843,-30463,98,-1229,5649,0,0,8249,-132
20070808,-37059,-35546,64117,-6454,-2633,62907,-213,-1524,12033,0,0,8319,170
20070807,14812,-34644,14464,4852,239,8183,-318,319,1190,0,0,5418,-49
20070806,41708,-31384,-11676,13144,-2307,1050,184,-1449,-22297,0,0,2205,-853
20070803,-3980,65839,-49796,2062,-973,-32799,352,-2247,-16193,0,0,-12083,20
20070802,-2191,483,-540,-9329,391,11212,-52,1202,-3963,0,0,1386,862
20070801,150522,-109103,-46108,12976,-866,-24914,159,-3665,-29797,0,0,4057,632
20070731,12124,53447,-66570,-3279,2673,-55307,-93,3313,-13878,0,0,933,66
20070730,1414,-52029,47274,14763,6002,31456,-1622,1738,-5063,0,0,3356,-16
20070727,116649,-126735,-709,12641,3046,-20642,2174,6564,-4491,0,0,10376,419
20070726,38181,7156,-45527,4901,-5055,-37436,-402,49,-7584,0,0,759,-569
20070725,19124,-17192,3666,-650,-421,671,166,-370,4271,0,0,-5589,-10
20070724,-12464,30665,-17555,-2174,-300,-12085,-825,-4368,2197,0,0,461,-1107
20070723,-13643,41799,-30415,4327,-1724,-33005,-2,775,-787,0,0,2281,-22
20070720,-54533,66709,-14774,13365,1041,-17855,-275,-273,-10777,0,0,2599,-1
20070719,-3051,9505,1664,-16354,926,25676,686,-10349,1079,0,0,-8406,289
20070718,36302,-33373,-18598,-36442,1378,10463,32,2612,3358,0,0,15239,430
20070716,34288,-122845,76765,12481,-4384,37763,1102,7330,22473,0,0,11676,115
20070713,-311790,156064,160874,34841,16672,106546,-805,-515,4135,0,0,-5136,-12
20070712,-71791,80412,-3465,-1501,-960,10423,8,1896,-13331,0,0,-4606,-549
20070711,-24228,17657,13677,-8539,309,19039,-1750,4802,-185,0,0,-7103,-3
20070710,-10762,-32304,50423,14175,-124,33327,771,2658,-385,0,0,-6849,-507
20070709,-157212,135284,28412,-41248,20665,57195,-399,-5111,-2689,0,0,-5748,-736
20070706,-206067,67218,123919,-66249,8246,171727,3391,-14186,20991,0,0,21527,-6598
20070705,-77496,77117,-8781,-17377,3745,10623,-49,-5471,-254,0,0,9451,-290
20070704,11609,16557,-21016,2379,353,-20463,471,-4095,339,0,0,-7104,-46
20070703,-1190,38684,-31198,1018,-677,-25129,-697,1144,-6856,0,0,-6293,-4
20070702,5663,7604,-19865,1599,2179,-18773,-566,841,-5144,0,0,6281,318
20070629,18134,1649,-16283,10149,807,-182,-492,-6370,-20194,0,0,-4911,1411
20070628,9202,10673,-21439,15980,436,-36919,-109,2854,-3682,0,0,825,739
20070627,4641,6460,-5982,8184,87,-12926,95,2247,-3669,0,0,-5107,-12
20070626,-10463,-44909,52142,17345,-103,28059,194,4389,2258,0,0,3310,-81
20070625,-40579,6387,30012,-5019,7208,28577,242,2324,-3320,0,0,4449,-269
20070622,-36913,78786,-41705,-42139,-143,-14630,-98,3282,12023,0,0,1307,-1475
20070621,6143,-64861,44022,-55051,2769,92776,1747,-945,2726,0,0,16453,-1758
20070620,2607,-4294,1289,31837,277,-24961,225,-7992,1904,0,0,567,-169
20070619,1236,18627,-21707,-520,-993,-15400,581,394,-5770,0,0,1703,142
20070618,-37467,36791,-5379,-8032,1708,6552,-1564,767,-4810,0,0,6399,-343
20070615,17928,877,-16079,44587,-7852,-37888,-1948,-2130,-10847,0,0,-2724,-1
20070614,-50742,-57256,106182,1334,953,69163,-125,-1734,36592,0,0,1824,-8
20070613,6954,-6430,4962,-5211,-1972,17356,54,476,-5741,0,0,-5481,-5
20070612,-39519,14096,22344,-897,2294,18493,169,1434,852,0,0,3217,-137
20070611,-50238,-79259,107734,22187,10349,58485,1157,3432,12124,0,0,21695,68
20070608,-1121,-90107,89363,7073,7488,65857,-34,-1993,10972,0,0,2398,-533
20070607,-16479,14434,4152,12523,-196,-3520,-118,-2449,-2089,0,0,-2143,36
20070605,-65615,82028,-13864,-21604,-4686,9272,701,769,1685,0,0,-2349,-200
20070604,-160100,128469,33490,-23000,-1050,48478,5781,3180,100,0,0,-1502,-358
20070601,-31544,-72033,94577,7639,5290,63004,-1521,4699,15466,0,0,9202,-202
20070531,4684,4161,-6206,5186,-5917,1044,-1076,2642,-8085,0,0,-2417,-221
20070530,9181,50667,-54731,154,3179,-30855,-117,-2322,-24769,0,0,-5097,-20
20070529,38583,70333,-99372,-1673,-10215,-61702,-423,-6966,-18393,0,0,-9896,353
20070528,37883,2623,-39606,4800,-2440,-30213,-4058,-4971,-2725,0,0,-719,-180
20070525,54995,-70190,9979,24270,10,-15071,46,224,501,0,0,4995,221
20070523,1965,19096,-18285,5613,-627,-21640,-312,866,-2186,0,0,-2733,-43
20070522,-37870,137706,-93939,-32236,-139,-55048,128,-2500,-4144,0,0,-5612,-285
20070521,31561,-24887,-950,16230,-4251,-5282,-101,-471,-7076,0,0,-5754,30
20070518,84637,-69934,-11982,29570,-1873,-25659,-1640,-1659,-10721,0,0,-3563,841
20070517,118124,-19687,-95468,14221,-3783,-89625,1833,-5736,-12377,0,0,-2816,-154
20070516,2083,38686,-40371,-4453,-1807,-27510,-26,-619,-5956,0,0,-666,269
20070515,7286,1077,-8993,-10674,-1748,1481,0,319,1628,0,0,291,339
20070514,-1981,36924,-30549,1424,-345,-26056,-135,-2499,-2938,0,0,-4302,-92
20070511,25620,29308,-52012,3777,-5828,-41217,-429,-3970,-4346,0,0,-2780,-135
20070510,-3483,67892,-58295,-2096,-10225,-29530,-1029,-2299,-13116,0,0,-6058,-56
20070509,-3087,44002,-39383,-1365,-15931,-20851,-140,-624,-473,0,0,-1491,-40
20070508,-20065,53938,-29760,3846,-5299,-25582,-1878,-544,-303,0,0,-4168,54
20070507,-14115,8264,4131,-14482,4476,11298,702,1400,736,0,0,2116,-395
20070504,-15286,19757,-4292,3144,621,-5466,-815,-312,-1462,0,0,-51,-128
20070503,6601,2269,-10449,-2300,1046,-10691,0,1650,-155,0,0,1661,-81
20070502,-2535,56348,-47891,-2106,-5626,-27600,53,1042,-13653,0,0,-5820,-102
20070430,26489,1303,-29124,13985,-1125,-33546,111,799,-9349,0,0,847,484
20070427,-46819,40719,-4762,-13896,941,-9496,558,1075,16056,0,0,10944,-83
20070426,-45474,23364,15642,-9429,2400,19432,412,-2148,4976,0,0,6337,131
20070425,93456,-62068,-31266,335,1159,-29707,182,-760,-2474,0,0,-3110,2988
20070424,11738,75553,-71132,-10760,-3164,-48385,-2671,-968,-5183,0,0,-16045,-115
20070423,20221,23019,-39246,-1569,-2277,-20034,-362,-12265,-2739,0,0,-4248,255
20070420,14292,662,-11474,-1755,-1585,303,-583,1093,-8947,0,0,-3593,113
20070419,95965,-22855,-72166,10191,-20,-63714,-2886,241,-15978,0,0,-889,-56
20070418,64060,-43115,-21847,20464,-2178,-29957,-822,498,-9853,0,0,763,139
20070417,-34166,69211,-40631,14963,-180,-44393,-265,-487,-10269,0,0,5550,36
20070416,285,54700,-52918,9499,194,-53359,-332,604,-9524,0,0,-1975,-92
20070413,-88697,152898,-55664,-1097,5353,-68008,-205,-1208,9501,0,0,-3506,-5032
20070412,-107750,90902,30674,-11197,2029,19679,-599,-1265,22026,0,0,-1572,-12255
20070411,-91251,130508,-37663,-25302,1333,-27680,3766,900,9319,0,0,-1131,-462
20070410,30881,26887,-50289,15150,-1638,-61551,-367,3493,-5377,0,0,-7757,277
20070409,10991,30520,-42439,12463,-147,-47096,-2890,2372,-7141,0,0,837,91
20070406,-240,59415,-50219,10624,21,-58492,192,-293,-2271,0,0,-8986,31
20070405,-58574,81328,-23094,-1741,-824,-22431,-109,1779,234,0,0,416,-76
20070404,-130041,157293,-29628,-22915,4654,-16114,-1550,-2462,8760,0,0,3519,-1143
20070403,1420,35919,-37750,-5358,4272,-34437,51,129,-2407,0,0,1212,-800
20070402,19496,1808,-20490,1576,-1718,-21739,2448,-384,-672,0,0,-827,12
20070330,74870,-17633,-55377,6688,-101,-53134,-2341,-2186,-4304,0,0,-1748,-112
20070329,86973,-23904,-60299,5113,-660,-57513,-1169,1409,-7479,0,0,-2791,21
20070328,65635,-17434,-50197,4571,-2774,-51129,-1096,183,48,0,0,1870,127
20070327,18222,-25269,5504,1288,-1110,-7115,977,407,11057,0,0,1528,15
20070326,-11887,16818,-6353,-7742,2093,-3769,-25,1491,1599,0,0,1488,-67
20070323,-2001,9176,-9214,1544,-19,-11580,-616,15,1443,0,0,2086,-47
20070322,-8460,2454,6368,-410,1839,-3565,-115,1723,6897,0,0,-195,-167
20070321,7633,21669,-33704,5795,-3093,-31416,-962,726,-4754,0,0,4489,-88
20070320,45411,-2490,-43350,11837,-6441,-28808,-37,-4483,-15419,0,0,1401,-972
20070319,10698,-18685,1960,7860,-58,457,1194,-1448,-6045,0,0,6039,-12
20070316,-10807,-4062,-24833,1141,-2147,-16447,264,-1089,-6556,0,0,39790,-87
20070315,-6406,-31940,-1865,-9385,-4727,18898,120,-36,-6735,0,0,40309,-97
20070314,5896,-34042,-19927,397,-1767,-11417,3084,57,-10281,0,0,46347,1726
20070313,-40532,44808,-45387,-13308,-1500,-18578,2417,-1140,-13278,0,0,41068,42
20070312,-99053,63893,-5896,-6362,2395,10153,-1519,-1285,-9279,0,0,39452,1605
20070309,-84028,38737,-1440,-25006,3423,9982,736,2160,7265,0,0,46478,254
20070308,-9751,-57683,11831,-31350,385,54804,479,-7870,-4617,0,0,47714,7888
20070307,8512,-26084,-30133,-1007,236,-15839,-618,-4531,-8374,0,0,44650,3054
20070306,16682,-84004,25994,-10060,6604,25188,709,-3326,6879,0,0,40430,898
20070305,36396,-94918,13380,6588,2667,4720,387,3154,-4135,0,0,42284,2858
20070302,40118,-51570,-28658,3019,2489,-28409,356,-3048,-3065,0,0,39872,238
20070228,164313,-166767,-40122,10079,3427,-78649,3057,1306,20658,0,0,41015,1561
20070227,27090,-75289,6279,17679,1599,-18321,670,-2921,7573,0,0,41425,495
20070226,91090,-120088,-14727,22279,-178,-33378,180,-6438,2808,0,0,43250,475
20070223,21704,-38879,-23168,19107,5543,-47628,-790,-5102,5701,0,0,40487,-143
20070222,-43914,-8871,845,-3399,3582,-3768,-9276,-407,14113,0,0,52066,-126
20070221,-100279,39515,18921,-398,-1217,18226,-86,-2265,4662,0,0,42499,-657
20070220,-46091,3448,4443,-16287,1672,9171,6,-4751,14633,0,0,42098,-3898
20070216,-61063,31322,-16678,-51775,-199,16028,571,6525,12172,0,0,46466,-47
20070215,-12810,-36137,3458,-6240,860,9668,-4,-132,-694,0,0,45423,66
20070214,-9867,-36802,-1635,-6726,-2188,7713,186,-3150,2529,0,0,48075,229
20070213,90057,-162049,31633,33899,1387,-1428,-564,-1376,-285,0,0,39622,737
20070212,105984,-90146,-44345,7772,-4052,-59956,1124,-1503,12269,0,0,29232,-724
20070209,-15480,-25977,-700,-1334,-2115,-1895,293,-1134,5486,0,0,41866,291
20070208,56294,-73955,-21090,7027,-405,-18030,-1343,-39,-8299,0,0,38729,22
20070207,30827,-38755,-32082,-1052,-953,-33704,-338,565,3400,0,0,40008,1
20070206,15766,-54709,-2908,5289,-676,-10087,516,896,1154,0,0,41856,-5
20070205,15163,-36617,-22153,4345,109,-27637,444,-562,1148,0,0,43654,-47
20070202,-4132,-41134,1386,-4056,259,4490,-64,-407,1164,0,0,43881,-1
20070201,9330,-52354,-604,2160,2985,-8062,-771,126,2959,0,0,43444,183
20070131,12757,-10791,-39266,1409,-2715,-30686,44,-1852,-5466,0,0,37297,2
20070130,13703,-42505,-9286,4363,-3017,-2809,-435,-7714,325,0,0,38067,21
20070129,41875,-30893,-45766,11899,-638,-48640,-347,-3114,-4926,0,0,34655,129
20070126,811,-43089,-1427,29805,848,-35969,680,-795,4004,0,0,43660,46
20070125,-29402,55856,-25425,-12469,156,-8582,-1283,1169,-4417,0,0,-988,-41
20070124,-24396,5059,15645,-12321,200,25119,-958,1850,1755,0,0,3781,0
20070123,-44693,-17607,17040,-4600,-1334,23399,2302,-316,-2411,0,0,45275,-15
20070122,-18529,-28006,689,-7641,-659,12088,-2942,-484,327,0,0,42504,3341
20070119,27688,-6545,-43656,688,-758,-36302,-1149,-5939,-197,0,0,21819,695
20070118,14166,-64073,4060,-3720,394,2224,494,-386,5055,0,0,45814,32
20070117,2094,3746,-47643,-11216,250,-21456,205,-3933,-11493,0,0,41826,-23
20070116,-31454,-14399,5086,-10005,24142,-6668,-47,-499,-1838,0,0,40791,-25
20070115,-50258,133647,-81214,-7995,-36907,-14150,40,-8923,-13280,0,0,-2236,61
20070112,-20330,28021,-7473,-4064,2088,-5297,2931,2847,-5977,0,0,-503,284
20070111,56754,-29974,-21591,-2045,3992,-18677,484,-4197,-1149,0,0,-5506,317
20070110,70700,-31131,-41736,5264,3906,-34108,341,-1806,-15334,0,0,2198,-30
20070109,14758,-15631,2323,-10495,3301,3404,1287,3633,1192,0,0,-1521,71
20070108,112684,-128609,6994,6545,6205,-7218,-1328,3342,-552,0,0,8624,306
20070105,132146,-77326,-53530,5466,-163,-60582,1861,3964,-4076,0,0,-1625,335
20070104,49716,-26129,-30603,7457,275,-37667,1217,-2092,207,0,0,6805,212
20070103,27301,-11275,-17604,8800,-589,-24673,-762,-233,-147,0,0,1433,146
20070102,-12029,19683,-4543,-5356,10011,-7310,1418,-3182,-125,0,0,-3113,2
20061228,20175,-22089,-6149,-5166,3134,4827,733,-10569,893,0,0,8089,-26
20061227,-9911,1221,5221,4063,441,-5891,846,6156,-393,0,0,3451,18
20061226,-34073,35906,6259,9728,-632,-5353,1385,-2884,4016,0,0,-8463,371
20061222,2363,-5438,4122,18458,-1100,-10746,-428,-239,-1823,0,0,-1055,9
20061221,-9160,10434,8199,24237,-938,-13244,14,-1702,-168,0,0,-9461,-12
20061220,16909,-43947,62774,-889,-715,26104,-3729,38792,3210,0,0,-36050,314
20061219,-4390,-11856,47301,3547,392,6196,-343,38218,-709,0,0,-31060,5
20061218,61549,-92575,29745,-5787,9007,27585,680,-797,-944,0,0,1350,-68
20061215,81976,-101075,15283,22171,1318,-8466,5437,-2372,-2806,0,0,3791,25
20061214,41405,47074,-88168,9699,30790,-132187,-5829,4772,4588,0,0,-445,134
20061213,-2940,28724,-26049,59,2282,-25963,-620,944,-2751,0,0,133,131
20061212,31124,-16067,-14189,1027,-4929,-10071,-1392,5137,-3962,0,0,-947,79
20061211,56125,-92520,29975,22185,991,5781,-650,1861,-192,0,0,4212,2207
20061208,83010,-93097,6658,14320,-1249,-4671,1011,1157,-3910,0,0,3198,230
20061207,11820,-39409,25752,10527,10349,2577,-64,-1958,4321,0,0,1818,19
20061206,-5243,-8586,11617,-3398,6218,16783,-1093,-666,-6228,0,0,2088,124
20061205,-1717,-35318,31697,9259,2694,15831,1880,672,1361,0,0,7192,-114
20061204,-8531,-18804,21798,-1897,4058,19750,-558,-178,623,0,0,5538,-1
20061201,-7412,-1664,9110,869,4514,-401,0,10,4118,0,0,-33,-1
20061130,-5572,21743,-20072,-19485,7385,3194,-1277,-11718,1830,0,0,3896,6
20061129,15629,-52424,29025,-7810,7055,22975,-1011,-2717,10532,0,0,7644,126
20061128,31607,-26663,-6200,-9084,89,-218,-791,-473,4277,0,0,1181,76
20061127,27880,-49136,15626,18910,-2634,3485,118,-2584,-1669,0,0,5549,81
20061124,-3314,-16361,14296,-4477,797,17264,0,-2160,2873,0,0,5177,201
20061123,-28399,-5426,30554,7417,6807,15048,1865,541,-1123,0,0,3286,-15
20061122,-24558,3877,14675,-7001,7885,11607,0,1467,717,0,0,5800,207
20061121,-3029,-21742,25321,1925,1045,18558,0,1225,2568,0,0,-549,0
20061120,-8154,13721,-4590,1089,-588,-5170,652,2653,-3226,0,0,-1005,29
20061117,-10875,-7582,18419,5267,800,13149,-111,-245,-440,0,0,19,0
20061116,-51943,71844,-18960,-1354,-6707,-3496,-451,-4759,-2192,0,0,-645,-295
20061115,-81021,123320,-33738,-18008,-3285,400,-4349,-8765,269,0,0,-8344,-217
20061114,-35996,30378,3817,-14151,1697,17341,-5154,2354,1731,0,0,1794,6
20061113,-17231,18872,4852,-12161,1745,7287,43,4134,3804,0,0,-4454,-2039
20061110,-6518,11975,-5087,1985,455,-8855,-219,168,1379,0,0,-185,-185
20061109,-18018,31048,-5540,3834,2430,-24950,225,717,12205,0,0,-7369,-121
20061108,-13141,-4681,11802,-10192,3980,12911,3616,370,1117,0,0,6175,-155
20061107,-8917,-70213,72709,-1309,2457,67248,327,-1084,5070,0,0,6548,-128
20061106,58457,-64856,-918,4546,1840,-7478,604,2283,-2712,0,0,7281,37
20061103,21357,-73257,43545,13745,3565,29123,1222,-2643,-1468,0,0,8334,21
20061102,1431,-36388,23813,6695,4513,10551,-691,-107,2852,0,0,11131,13
20061101,14107,-25430,13181,-8707,9671,2540,2050,-1216,8842,0,0,-1885,26
20061031,21284,-59198,36749,848,8521,20867,392,-526,6647,0,0,1087,78
20061030,26103,-50377,17769,3708,2826,1789,-133,4192,5387,0,0,6236,270
20061027,50031,-54753,-2589,-4193,-1548,4888,2022,2660,-6417,0,0,7310,1
20061026,3387,-5008,-4792,-9960,-1144,7346,-239,-1486,692,0,0,6408,4
20061025,-13412,-23413,32595,9217,3562,7247,6724,4395,1451,0,0,3951,279
20061024,46070,-50922,7768,10311,2940,-7142,-68,-573,2300,0,0,-2927,11
20061023,84546,-130877,42635,20243,188,12966,-134,3493,5878,0,0,3395,300
20061020,91732,-115844,18904,13866,2704,-7231,3232,2793,3539,0,0,4624,584
20061019,47254,-52114,5451,303,2674,-315,1484,2939,-1633,0,0,-770,179
20061018,5542,-66989,48830,5579,909,27621,1523,4675,8523,0,0,12607,10
20061017,-1870,-28030,31769,-4884,1235,25804,97,1657,7860,0,0,-1863,-5
20061016,-897,-4799,4409,6685,3977,-7412,11,1117,31,0,0,658,630
20061013,-3604,-25796,27690,-29,3471,13751,-5003,773,14727,0,0,1818,-109
20061012,29760,-18573,-7424,4457,1748,-26401,-5,2491,10286,0,0,-3839,77
20061011,4615,-37808,30125,3175,280,19910,12,2604,4144,0,0,3211,-144
20061010,-27270,29355,-3651,-3018,4112,-5235,-85,451,125,0,0,1508,59
20061009,-22161,4701,16218,-9202,-530,23854,661,1569,-135,0,0,1791,-549
20061004,21938,-16663,-676,28960,-437,-39078,2540,9185,-1847,0,0,-4724,125
20061002,-8260,-23245,31048,-6786,4825,12221,5,1908,18875,0,0,463,-7
20060929,-2999,-3248,5285,9045,636,-6459,-967,-3707,6736,0,0,1081,-119
20060928,-25689,22688,442,-3568,1235,-2104,1081,288,3509,0,0,2662,-104
20060927,-29276,27056,142,-42362,1008,28967,-396,-322,13247,0,0,2721,-643
20060926,-562,31003,-29954,856,3576,-32971,-317,-304,-795,0,0,-617,130
20060925,5598,-52203,45839,9878,1775,25771,-999,-1668,11081,0,0,762,5
20060922,13727,-15554,760,4104,1044,-5093,-387,3424,-2332,0,0,992,75
20060921,-6689,12551,-7433,-20423,1304,9929,-135,-1008,2901,0,0,2005,-435
